filename,subregion,moonalt,sunalt,moonphase,exp_time,srcdens,bkgmean,bkgmedian,bkgstd,cloudy
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,1,22.98778554,-25.86188163,0.975368702,8.2916,0.000149484,16706.55463,16917.93945,598.0057345,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,2,22.98778554,-25.86188163,0.975368702,8.2916,6.73E-05,13954.9305,13966.29688,1211.80997,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,3,22.98778554,-25.86188163,0.975368702,8.2916,0.000470873,16024.04751,16132.00488,549.3831505,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,4,22.98778554,-25.86188163,0.975368702,8.2916,6.73E-05,15624.82895,15771.87939,679.1939866,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,5,22.98778554,-25.86188163,0.975368702,8.2916,0.00026907,17335.90716,17359.30859,554.9970868,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,6,22.98778554,-25.86188163,0.975368702,8.2916,8.06E-05,13193.4416,12990.74316,1705.656257,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,7,22.98778554,-25.86188163,0.975368702,8.2916,0.000322529,13392.09897,13882.3916,1509.645152,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,8,22.98778554,-25.86188163,0.975368702,8.2916,0.000524109,13467.65722,13409.84326,1747.954936,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580786.FIT,9,22.98778554,-25.86188163,0.975368702,8.2916,0.00020158,18183.00758,18194.4541,1735.652156,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,1,22.99716746,-25.86413181,0.975352323,8.2916,0,16380.30821,16475.18164,294.3181964,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,2,22.99716746,-25.86413181,0.975352323,8.2916,0.000134535,14351.55492,14202.62402,1287.957867,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,3,22.99716746,-25.86413181,0.975352323,8.2916,0.00026907,16688.83416,16761.93945,654.8461741,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,4,22.99716746,-25.86413181,0.975352323,8.2916,0.000134535,14755.80784,14907.38379,882.2036546,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,5,22.99716746,-25.86413181,0.975352323,8.2916,6.73E-05,16119.86323,16165.67871,773.9001148,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,6,22.99716746,-25.86413181,0.975352323,8.2916,0.00020158,12822.8161,12436.74219,1668.207723,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,7,22.99716746,-25.86413181,0.975352323,8.2916,0.000443477,14155.88856,14612.36426,1853.954384,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,8,22.99716746,-25.86413181,0.975352323,8.2916,0.000685373,12653.27104,12398.33594,1814.970721,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580787.FIT,9,22.99716746,-25.86413181,0.975352323,8.2916,8.06E-05,17809.20909,17830.49121,1867.260259,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,1,23.00641814,-25.86623012,0.975335918,8.2916,9.97E-05,16880.94785,16810.57422,818.6069587,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,2,23.00641814,-25.86623012,0.975335918,8.2916,0.000134535,15345.72237,15393.63477,1527.999213,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,3,23.00641814,-25.86623012,0.975335918,8.2916,0.00026907,18444.33889,18566.62109,1275.851915,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,4,23.00641814,-25.86623012,0.975335918,8.2916,0.00026907,13863.23926,13862.01514,1178.897773,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,5,23.00641814,-25.86623012,0.975335918,8.2916,6.73E-05,15648.03263,15746.85596,453.0248095,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,6,23.00641814,-25.86623012,0.975335918,8.2916,0.000120948,12725.62624,12351.67432,1610.653115,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,7,23.00641814,-25.86623012,0.975335918,8.2916,0.000362845,14698.85283,14996.58545,2257.881477,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,8,23.00641814,-25.86623012,0.975335918,8.2916,0.000483793,12259.51355,11899.79297,1502.312171,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580788.FIT,9,23.00641814,-25.86623012,0.975335918,8.2916,8.06E-05,17243.57255,17128.91504,2040.050434,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580789.FIT,1,23.01554769,-25.86817833,0.975319465,8.2916,0.000149484,18073.33688,17801.81641,1910.967865,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580789.FIT,2,23.01554769,-25.86817833,0.975319465,8.2916,0.00026907,17841.29453,17346.18652,3063.612431,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580789.FIT,3,23.01554769,-25.86817833,0.975319465,8.2916,0.000605408,19419.54639,19017.11621,1858.116674,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580789.FIT,4,23.01554769,-25.86817833,0.975319465,8.2916,0,13781.49366,13692.53223,1479.608352,1
../augmented/20/flip_hor_flip_vert_AllSkyImage007580789.FIT,5,23.01554769,-25.86817833,0.975319465,8.2916,6.73E-05,15806.68352,15951.22217,477.7968117,1
