filename,subregion,moonalt,sunalt,moonphase,exp_time,srcdens,bkgmean,bkgmedian,bkgstd,cloudy
../FIT_images/20/AllSkyImage007580786.FIT,1,22.98778554,-25.86188163,0.975368702,8.2916,0.00024914,16706.59353,16918.07813,597.8184218,1
../FIT_images/20/AllSkyImage007580786.FIT,2,22.98778554,-25.86188163,0.975368702,8.2916,0.000270088,17198.23498,17260.95313,588.6675142,1
../FIT_images/20/AllSkyImage007580786.FIT,3,22.98778554,-25.86188163,0.975368702,8.2916,0.000405132,17470.51893,17382.42383,481.8915547,1
../FIT_images/20/AllSkyImage007580786.FIT,4,22.98778554,-25.86188163,0.975368702,8.2916,0,15856.71636,16044.41699,651.4816711,1
../FIT_images/20/AllSkyImage007580786.FIT,5,22.98778554,-25.86188163,0.975368702,8.2916,0.000270088,15396.88779,15524.67188,624.4968887,1
../FIT_images/20/AllSkyImage007580786.FIT,6,22.98778554,-25.86188163,0.975368702,8.2916,0.000540176,16110.26925,16201.15625,423.2929982,1
../FIT_images/20/AllSkyImage007580786.FIT,7,22.98778554,-25.86188163,0.975368702,8.2916,0.000405132,15938.05061,16058.00488,639.6125708,1
../FIT_images/20/AllSkyImage007580786.FIT,8,22.98778554,-25.86188163,0.975368702,8.2916,0,13288.8469,13192.18066,1015.954944,1
../FIT_images/20/AllSkyImage007580786.FIT,9,22.98778554,-25.86188163,0.975368702,8.2916,0,14625.74499,14798.58203,1006.327224,1
../FIT_images/20/AllSkyImage007580786.FIT,10,22.98778554,-25.86188163,0.975368702,8.2916,0.000161629,17011.23904,16721.12793,1253.14083,1
../FIT_images/20/AllSkyImage007580786.FIT,11,22.98778554,-25.86188163,0.975368702,8.2916,8.08E-05,19344.22362,19207.9209,1312.141479,1
../FIT_images/20/AllSkyImage007580786.FIT,12,22.98778554,-25.86188163,0.975368702,8.2916,8.08E-05,14546.04976,14494.42871,1414.241901,1
../FIT_images/20/AllSkyImage007580786.FIT,13,22.98778554,-25.86188163,0.975368702,8.2916,0.000888961,12392.23203,12582.56152,1338.575392,1
../FIT_images/20/AllSkyImage007580786.FIT,14,22.98778554,-25.86188163,0.975368702,8.2916,0.000404073,14161.87097,13990.0376,679.9042795,1
../FIT_images/20/AllSkyImage007580786.FIT,15,22.98778554,-25.86188163,0.975368702,8.2916,0.000323258,12615.61208,12314.55176,1707.425993,1
../FIT_images/20/AllSkyImage007580786.FIT,16,22.98778554,-25.86188163,0.975368702,8.2916,0.000161629,11742.85489,11697.32813,674.5778455,1
../FIT_images/20/AllSkyImage007580786.FIT,17,22.98778554,-25.86188163,0.975368702,8.2916,0.000161629,14638.56503,14747.14453,1092.943463,1
../FIT_images/20/AllSkyImage007580787.FIT,1,22.99716746,-25.86413181,0.975352323,8.2916,0,16380.45982,16475.55078,294.0714408,1
../FIT_images/20/AllSkyImage007580787.FIT,2,22.99716746,-25.86413181,0.975352323,8.2916,0.000135044,15660.76184,15742.03906,704.3999056,1
../FIT_images/20/AllSkyImage007580787.FIT,3,22.99716746,-25.86413181,0.975352323,8.2916,0,16575.95814,16380.97266,531.3890282,1
../FIT_images/20/AllSkyImage007580787.FIT,4,22.99716746,-25.86413181,0.975352323,8.2916,0,15019.27396,15262.37402,709.2936753,1
../FIT_images/20/AllSkyImage007580787.FIT,5,22.99716746,-25.86413181,0.975352323,8.2916,0.000810263,14496.01388,14409.75,956.7373606,1
../FIT_images/20/AllSkyImage007580787.FIT,6,22.99716746,-25.86413181,0.975352323,8.2916,0.000135044,16406.36277,16516.23242,602.1640455,1
../FIT_images/20/AllSkyImage007580787.FIT,7,22.99716746,-25.86413181,0.975352323,8.2916,0.000270088,16968.62635,16934.26953,589.9218102,1
