filename,subregion,moonalt,sunalt,moonphase,exp_time,srcdens,bkgmean,bkgmedian,bkgstd,cloudy
../FIT_images/20/AllSkyImage007580786.FIT,1,22.98778554,-25.86188163,0.975368702,8.2916,0.00024914,16706.59353,16918.07813,597.8184218,1
../FIT_images/20/AllSkyImage007580786.FIT,2,22.98778554,-25.86188163,0.975368702,8.2916,0.000336338,17336.49361,17360.95703,555.2920533,1
../FIT_images/20/AllSkyImage007580786.FIT,3,22.98778554,-25.86188163,0.975368702,8.2916,0.000134535,15625.32875,15773.93652,678.7204122,1
../FIT_images/20/AllSkyImage007580786.FIT,4,22.98778554,-25.86188163,0.975368702,8.2916,0.000470873,16024.50348,16135.99219,549.3520861,1
../FIT_images/20/AllSkyImage007580786.FIT,5,22.98778554,-25.86188163,0.975368702,8.2916,0,13954.62843,13962.17529,1211.477796,1
../FIT_images/20/AllSkyImage007580786.FIT,6,22.98778554,-25.86188163,0.975368702,8.2916,0.000120948,18181.06307,18192.11426,1733.778825,1
../FIT_images/20/AllSkyImage007580786.FIT,7,22.98778554,-25.86188163,0.975368702,8.2916,0.000483793,13467.87026,13407.45898,1746.548015,1
../FIT_images/20/AllSkyImage007580786.FIT,8,22.98778554,-25.86188163,0.975368702,8.2916,0.000362845,13390.53425,13882.39941,1511.976715,1
../FIT_images/20/AllSkyImage007580786.FIT,9,22.98778554,-25.86188163,0.975368702,8.2916,0.000161264,13189.82281,12987.11377,1707.398821,1
../FIT_images/20/AllSkyImage007580787.FIT,1,22.99716746,-25.86413181,0.975352323,8.2916,0,16380.45982,16475.55078,294.0714408,1
../FIT_images/20/AllSkyImage007580787.FIT,2,22.99716746,-25.86413181,0.975352323,8.2916,6.73E-05,16120.09454,16169.25488,773.3364763,1
../FIT_images/20/AllSkyImage007580787.FIT,3,22.99716746,-25.86413181,0.975352323,8.2916,0.000403606,14756.54488,14910.60059,881.9956458,1
../FIT_images/20/AllSkyImage007580787.FIT,4,22.99716746,-25.86413181,0.975352323,8.2916,0.000201803,16689.44204,16764.36426,658.7148772,1
../FIT_images/20/AllSkyImage007580787.FIT,5,22.99716746,-25.86413181,0.975352323,8.2916,0.000201803,14350.8185,14202.24268,1289.394848,1
../FIT_images/20/AllSkyImage007580787.FIT,6,22.99716746,-25.86413181,0.975352323,8.2916,8.06E-05,17807.42566,17827.81934,1865.698076,1
../FIT_images/20/AllSkyImage007580787.FIT,7,22.99716746,-25.86413181,0.975352323,8.2916,0.000645057,12652.47424,12397.09277,1813.645239,1
../FIT_images/20/AllSkyImage007580787.FIT,8,22.99716746,-25.86413181,0.975352323,8.2916,0.000483793,14153.44284,14615.5752,1857.215289,1
../FIT_images/20/AllSkyImage007580787.FIT,9,22.99716746,-25.86413181,0.975352323,8.2916,0.000241896,12820.01805,12437.07813,1669.504034,1
../FIT_images/20/AllSkyImage007580788.FIT,1,23.00641814,-25.86623012,0.975335918,8.2916,9.97E-05,16881.23622,16808.53125,819.1263354,1
../FIT_images/20/AllSkyImage007580788.FIT,2,23.00641814,-25.86623012,0.975335918,8.2916,6.73E-05,15648.91343,15747.35205,452.9024136,1
